City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
481,arman,RU,59.7,150.1667,-17.1,77,0,11.52,clear sky
482,chifeng,CN,42.2683,118.9636,17.19,50,0,7.27,clear sky
483,chkalovskoye,RU,44.8392,133.0436,-5.13,84,91,5.41,overcast clouds
484,stolin,BY,51.8912,26.846,18.01,87,9,12.3,clear sky
485,vuktyl,RU,63.8567,57.3094,16.39,90,100,14.05,light snow
486,deputatskiy,RU,69.3,139.9,-27.58,95,100,6.55,overcast clouds
487,kyaikto,MM,17.3,97.0167,84.34,45,0,5.55,clear sky
488,porto nacional,BR,-10.7081,-48.4172,72.09,99,100,2.75,overcast clouds
489,gornopravdinsk,RU,60.05,69.9,0.77,91,7,8.39,clear sky
490,izvestkovyy,RU,48.9833,131.55,-11.02,88,53,5.44,broken clouds
491,conakry,GN,9.538,-13.6773,69.37,62,100,3.67,overcast clouds
492,manmad,IN,20.25,74.45,78.49,34,0,0.49,clear sky
493,gavle,SE,60.6745,17.1417,18.95,83,67,5.97,broken clouds
494,skibbereen,IE,51.55,-9.2667,44.4,92,18,12.84,few clouds
495,nantucket,US,41.2835,-70.0995,42.96,90,90,12.66,mist
496,asilah,MA,35.465,-6.0348,60.76,92,99,13.0,overcast clouds
497,luderitz,NA,-26.6481,15.1594,66.47,66,34,3.11,scattered clouds
498,kouroussa,GN,10.65,-9.8833,67.59,23,32,3.09,scattered clouds
499,kutum,SD,14.2,24.6667,63.07,21,38,5.57,scattered clouds
500,beidao,CN,34.5686,105.8933,30.74,28,10,4.85,clear sky
501,bilibino,RU,68.0546,166.4372,-19.39,98,100,3.09,overcast clouds
502,lagoa,PT,39.05,-27.9833,60.58,80,7,39.21,clear sky
503,ajdabiya,LY,30.7554,20.2263,53.65,59,98,7.99,overcast clouds
504,comodoro rivadavia,AR,-45.8667,-67.5,63.7,56,0,4.27,clear sky
505,sioux lookout,CA,50.1001,-91.917,-8.45,99,100,2.26,overcast clouds
506,pimentel,PE,-6.8367,-79.9342,66.29,90,78,10.33,broken clouds
507,laramie,US,41.3114,-105.5911,28.85,73,1,12.66,clear sky
508,juazeiro,BR,-9.4117,-40.4986,70.59,84,100,3.38,moderate rain
509,bethel,US,41.3712,-73.414,47.91,91,90,0.0,overcast clouds
510,thaba nchu,ZA,-29.2093,26.839,69.24,60,86,19.71,overcast clouds
511,caconda,AO,-13.7333,15.0667,69.12,55,93,2.73,overcast clouds
512,olafsvik,IS,64.8945,-23.7142,31.26,73,100,22.7,overcast clouds
513,polunochnoye,RU,60.8697,60.4153,9.91,88,100,11.48,overcast clouds
514,zharkent,KZ,44.1628,80.0,40.46,30,99,2.98,overcast clouds
515,primorsk,UA,46.7348,36.3443,35.49,95,100,11.65,overcast clouds
516,mago,RU,53.2514,140.1822,-8.52,97,100,7.56,light snow
517,rocafuerte,EC,-0.9167,-80.4333,74.39,82,94,2.57,overcast clouds
518,tabuk,PH,17.4189,121.4443,69.87,96,100,9.78,overcast clouds
519,tonj,SS,7.2737,28.6822,85.19,17,73,8.19,broken clouds
520,cambuci,BR,-21.5753,-41.9111,62.56,94,3,1.03,clear sky
521,honiara,SB,-9.4333,159.95,81.82,85,98,4.88,light rain
522,jadu,LY,31.953,12.0261,48.7,35,38,13.24,scattered clouds
523,chala,TZ,-7.5833,31.2667,69.89,49,100,9.64,overcast clouds
524,kokopo,PG,-4.352,152.2633,80.58,84,100,8.16,moderate rain
525,nouadhibou,MR,20.931,-17.0347,66.81,56,0,9.33,clear sky
526,pamanukan,ID,-6.2842,107.8106,87.26,65,64,10.11,broken clouds
527,villers-le-bouillet,BE,50.5771,5.2595,39.9,93,75,5.75,broken clouds
528,lundazi,ZM,-12.2929,33.1782,84.33,33,100,9.35,overcast clouds
529,constitucion,CL,-35.3333,-72.4167,60.98,67,36,4.43,scattered clouds
530,logan lake,CA,50.4998,-120.8025,-7.6,99,100,6.93,overcast clouds
531,seddon,AU,-37.8068,144.8916,67.37,57,75,7.0,broken clouds
532,lenger,KZ,42.183,69.8839,27.84,100,100,5.91,light snow
533,yulara,AU,-25.2406,130.9889,98.64,15,0,12.97,clear sky
534,waipawa,NZ,-41.4122,175.5153,64.45,64,1,11.56,clear sky
535,donghai,CN,22.9459,115.642,59.95,63,100,10.92,overcast clouds
536,ewa beach,US,21.3156,-158.0072,72.43,71,100,10.0,overcast clouds
537,yeppoon,AU,-23.1333,150.7333,73.18,80,100,4.88,moderate rain
538,mana,GF,5.6592,-53.7767,75.29,89,84,5.61,broken clouds
539,betanzos,ES,43.2804,-8.2147,56.32,80,40,1.99,scattered clouds
540,skeldon,GY,5.8833,-57.1333,73.17,95,78,2.71,broken clouds
541,shushtar,IR,32.0455,48.8567,55.13,47,0,1.59,clear sky
542,marystown,CA,47.1666,-55.1483,27.86,100,10,1.99,clear sky
543,alta floresta,BR,-9.8756,-56.0861,70.52,99,100,2.15,moderate rain
544,mayo,US,38.8876,-76.5119,59.34,88,0,4.0,clear sky
545,majene,ID,-3.5403,118.9707,86.47,63,92,13.24,overcast clouds
546,kuybysheve,UA,47.358,36.6491,31.5,99,100,6.04,light snow
547,santa cruz de la palma,ES,28.6835,-17.7642,62.74,82,0,5.75,clear sky
548,pierre,US,44.3683,-100.351,20.7,62,3,6.38,clear sky
549,kloulklubed,PW,7.0419,134.2556,82.71,79,46,17.63,scattered clouds
550,djambala,CG,-2.5447,14.7533,73.83,80,100,1.92,moderate rain
551,kuldiga,LV,56.974,21.9572,28.09,71,99,7.58,overcast clouds
552,atasu,KZ,48.6814,71.6433,23.85,96,100,5.39,snow
553,chingola,ZM,-12.529,27.8838,72.52,71,94,6.87,overcast clouds
554,markova,UA,48.6758,24.4138,18.99,96,100,1.88,overcast clouds
555,mosquera,CO,4.7059,-74.2302,53.67,90,99,3.27,overcast clouds
556,ostrovnoy,RU,68.0531,39.5131,18.25,90,100,20.29,light snow
557,tuntum,BR,-5.2581,-44.6489,72.32,99,100,1.68,overcast clouds
558,merauke,ID,-8.4667,140.3333,85.64,70,33,8.32,light rain
559,seoul,KR,37.5683,126.9778,20.59,35,1,13.47,clear sky
560,shingu,JP,33.7333,135.9833,40.91,68,22,13.65,few clouds
561,poum,NC,-20.2333,164.0167,82.33,75,82,11.41,broken clouds
562,fuxin,CN,42.0156,121.6589,14.02,57,0,8.39,clear sky
563,honningsvag,NO,70.9821,25.9704,30.52,71,100,19.17,light snow
564,dvinskoy,RU,62.1535,45.1175,8.6,95,100,5.93,overcast clouds
565,george,ZA,-33.963,22.4617,67.55,88,75,3.44,broken clouds
566,manado,ID,1.487,124.8455,75.97,100,75,6.91,broken clouds
567,manbij,SY,36.5281,37.9549,36.37,47,0,3.31,clear sky
568,nizwa,OM,22.9333,57.5333,78.4,33,100,4.09,overcast clouds
569,general roca,AR,-39.0333,-67.5833,79.03,19,0,3.62,clear sky
570,isla mujeres,MX,21.2311,-86.731,75.25,75,0,9.19,clear sky
571,marapanim,BR,-0.7175,-47.6997,75.49,92,100,4.88,overcast clouds
572,edd,ER,13.9297,41.6925,84.33,39,0,11.45,clear sky
573,havre-saint-pierre,CA,50.2334,-63.5986,30.22,80,45,9.46,scattered clouds
574,eirunepe,BR,-6.6603,-69.8736,76.62,85,98,0.56,moderate rain
575,koungou,YT,-12.7336,45.2042,89.31,66,40,5.75,scattered clouds
576,san policarpo,PH,12.1791,125.5072,80.8,81,57,14.45,broken clouds
577,were ilu,ET,10.6,39.4333,61.99,34,7,4.12,clear sky
578,marrakesh,MA,31.6315,-8.0083,59.07,94,75,3.44,broken clouds
579,qasigiannguit,GL,68.8193,-51.1922,30.45,76,53,5.06,broken clouds
580,flexeiras,BR,-9.1975,-35.7808,76.77,82,100,2.33,overcast clouds
581,phan thiet,VN,10.9333,108.1,84.24,64,8,10.27,clear sky
582,aasiaat,GL,68.7098,-52.8699,11.25,83,32,10.11,scattered clouds
583,oksfjord,NO,70.2396,22.3479,27.52,88,79,3.94,light snow
584,tura,IN,25.5198,90.2201,72.88,35,0,4.83,clear sky
585,ecublens,CH,46.529,6.5626,47.91,91,100,4.79,overcast clouds
586,kharp,RU,66.8014,65.8081,-16.47,100,100,0.92,overcast clouds
587,ahero,KE,-0.1746,34.9163,73.38,56,83,1.77,broken clouds
588,mengcheng,CN,33.2579,116.5655,32.25,17,79,9.01,broken clouds
589,umea,SE,63.8284,20.2597,16.92,85,0,3.44,clear sky
590,egvekinot,RU,66.3167,-179.1667,-9.85,88,100,11.92,overcast clouds
591,floresta,BR,-8.6011,-38.5686,72.01,91,100,9.86,overcast clouds
592,berlevag,NO,70.8578,29.0864,28.24,75,100,20.58,light snow
593,jinchang,CN,38.4953,102.1739,13.1,69,14,7.92,few clouds
594,westport,US,41.1415,-73.3579,51.76,96,90,1.01,overcast clouds
595,yanji,CN,42.9075,129.5078,3.22,58,38,12.95,scattered clouds
596,petropavlovsk-kamchatskiy,RU,53.0452,158.6483,30.79,47,75,15.66,light shower snow
597,dauriya,RU,49.9333,116.8667,-0.89,89,65,8.28,broken clouds
598,rodrigues alves,BR,-7.738,-72.6509,72.82,94,50,2.68,scattered clouds
599,flinders,AU,-34.5833,150.8552,69.21,90,100,4.0,moderate rain
600,vestmanna,FO,62.1564,-7.1664,38.32,65,90,18.41,overcast clouds
601,pascagoula,US,30.3658,-88.5561,66.25,96,1,0.0,clear sky
602,lidkoping,SE,58.5052,13.1577,19.54,83,11,3.51,few clouds
603,mytishchi,RU,55.9089,37.7339,19.17,85,100,14.16,overcast clouds
604,george town,MY,5.4112,100.3354,89.53,72,20,9.22,few clouds
605,port hardy,CA,50.6996,-127.4199,23.18,80,90,5.75,light snow
606,salinas,US,36.6777,-121.6555,48.81,78,40,8.05,scattered clouds
607,tilichiki,RU,60.4667,166.1,-13.92,96,42,11.88,scattered clouds
608,airai,TL,-8.9266,125.4092,63.48,92,100,4.34,light rain
609,kakamega,KE,0.2842,34.7523,68.52,63,99,5.23,overcast clouds
610,lagunas,PE,-5.2269,-75.6753,74.19,92,61,2.48,broken clouds
611,half moon bay,US,37.4636,-122.4286,46.85,87,20,5.99,few clouds
612,salisbury,GB,51.0693,-1.7957,50.65,96,100,4.38,overcast clouds
613,mugumu,TZ,-1.85,34.7,70.52,62,100,8.1,overcast clouds
614,batsfjord,NO,70.6345,29.7185,26.29,81,100,18.16,light snow
615,kropotkin,RU,45.4375,40.5756,46.94,66,100,23.2,overcast clouds
616,zyryanka,RU,65.75,150.85,-23.66,99,99,1.92,overcast clouds
617,vangaindrano,MG,-23.35,47.6,78.73,80,86,7.99,light rain
618,springdale,US,36.1867,-94.1288,52.03,85,1,3.44,clear sky
619,lincoln,US,40.8,-96.667,36.34,80,1,1.01,clear sky
620,port hedland,AU,-20.3167,118.5667,96.85,46,96,10.36,overcast clouds
621,helong,CN,42.5397,128.9972,0.19,61,20,8.23,few clouds
622,ovsyanka,RU,55.9575,92.5519,0.57,83,100,3.53,overcast clouds
623,mehriz,IR,31.5917,54.4318,46.9,34,0,2.35,clear sky
624,pangnirtung,CA,66.1451,-65.7125,8.85,67,12,7.52,few clouds
625,mayumba,GA,-3.432,10.6554,76.55,90,97,2.46,light rain
626,lufilufi,WS,-13.8745,-171.5986,82.58,76,100,12.46,overcast clouds
627,tamasane,BW,-22.4184,27.4013,66.79,85,100,11.05,light rain
628,sarai,RU,53.7458,41.0213,8.98,94,51,11.95,broken clouds
629,jackson,US,42.4165,-122.8345,33.67,93,90,0.0,light snow
630,gwanda,ZW,-20.9333,29.0,70.93,84,100,10.22,light rain
631,sal rei,CV,16.1833,-22.9167,70.36,88,0,8.05,clear sky
632,tanabe,JP,33.7333,135.3667,40.93,48,100,5.99,overcast clouds
633,dagda,LV,56.0951,27.5372,21.47,70,100,16.71,light snow
634,kachug,RU,53.9606,105.8817,2.68,80,9,2.08,clear sky
635,shu,KZ,43.5983,73.7614,43.25,61,100,5.17,overcast clouds
636,nova olimpia,BR,-14.7972,-57.2881,71.96,95,24,1.3,few clouds
637,chokwe,MZ,-24.5333,32.9833,82.87,55,69,3.91,broken clouds
638,paamiut,GL,61.994,-49.6678,29.1,70,100,8.9,overcast clouds
639,korla,CN,41.7597,86.1469,28.96,54,86,7.74,overcast clouds
640,northam,GB,51.0333,-4.2167,52.3,97,100,7.2,overcast clouds
641,gazli,UZ,40.1333,63.45,32.9,65,100,10.56,overcast clouds
642,doka,SD,13.5167,35.7667,79.74,46,5,6.49,clear sky
643,samarai,PG,-10.6167,150.6667,83.25,78,85,10.45,overcast clouds
644,chara,RU,56.9064,118.2631,-9.8,84,67,1.74,broken clouds
645,ketchikan,US,55.3422,-131.6461,5.68,71,33,7.18,scattered clouds
646,port hueneme,US,34.1478,-119.1951,54.95,90,40,16.11,scattered clouds
647,fernley,US,39.608,-119.2518,34.77,76,100,11.01,overcast clouds
648,haines junction,CA,60.7522,-137.5108,5.67,97,100,1.1,light snow
649,dzitbalche,MX,20.3167,-90.05,62.53,82,0,4.47,clear sky
650,kazuno,JP,40.1836,140.7872,23.27,86,100,7.58,light snow
651,leh,IN,34.1667,77.5833,13.39,68,100,1.68,overcast clouds
652,teguise,ES,29.0605,-13.564,61.02,82,75,3.44,broken clouds
653,henties bay,NA,-22.116,14.2845,63.86,77,12,2.57,few clouds
654,moville,US,42.4889,-96.0725,20.46,62,0,6.4,clear sky
655,morton,US,46.7722,-101.2615,4.95,99,100,3.29,overcast clouds
656,matay,EG,28.419,30.7792,53.91,57,0,13.51,clear sky
657,ornskoldsvik,SE,63.2909,18.7153,4.15,100,20,5.75,few clouds
658,orlik,RU,52.5178,99.825,5.43,73,75,0.29,broken clouds
659,hualmay,PE,-11.0964,-77.6139,66.99,89,59,5.19,broken clouds
660,mitrofanovka,RU,49.9708,39.6939,16.9,97,73,1.12,broken clouds
661,chakrata,IN,30.7,77.85,44.76,36,100,3.67,overcast clouds
662,bonfim,BR,3.0833,-59.95,76.37,77,8,7.0,clear sky
663,kez,RU,57.8979,53.7152,19.74,92,100,9.31,light snow
664,kismayo,SO,-0.3582,42.5454,84.56,66,64,11.88,broken clouds
665,dullewala,PK,31.8359,71.4362,69.1,26,11,1.25,few clouds
666,huilong,CN,31.8111,121.655,34.99,37,6,18.34,clear sky
667,morristown,US,36.214,-83.2949,63.37,90,75,9.22,broken clouds
668,lakselv,NO,70.0513,24.9718,17.42,100,75,5.75,snow
669,santa cruz del sur,CU,20.7147,-77.9956,70.57,85,0,11.12,clear sky
670,chor,PK,25.5167,69.7667,79.3,42,92,5.19,overcast clouds
671,curillo,CO,1.0333,-75.9191,70.7,99,100,2.04,overcast clouds
672,barreirinha,BR,-2.7933,-57.07,74.28,94,100,2.57,overcast clouds
673,buta,CD,2.7858,24.73,73.56,95,100,0.96,overcast clouds
674,voh,NC,-20.9667,164.7,82.53,73,82,3.98,broken clouds
675,ceres,US,37.5949,-120.9577,46.62,87,75,10.36,broken clouds
676,santa fe,AR,-31.6333,-60.7,68.32,42,37,5.95,light rain
677,rio gallegos,AR,-51.6226,-69.2181,57.24,42,100,5.86,overcast clouds
678,ust-kut,RU,56.7938,105.7672,5.05,90,25,1.03,scattered clouds
679,arlit,NE,18.7369,7.3853,66.67,19,100,2.73,overcast clouds
680,gornyy,RU,55.1153,83.9059,15.8,94,100,4.7,overcast clouds
681,zhuhai,CN,22.2769,113.5678,60.98,72,40,20.71,light rain
682,vaitape,PF,-16.5167,-151.75,81.57,70,87,11.01,overcast clouds
683,barcelona,ES,41.3888,2.159,54.32,81,20,1.01,few clouds
684,acarau,BR,-2.8856,-40.12,78.8,83,100,6.11,overcast clouds
685,san andres,CO,12.5847,-81.7006,80.6,79,17,13.8,few clouds
686,gilbues,BR,-9.8317,-45.3439,68.38,97,100,2.89,light rain
687,port-gentil,GA,-0.7193,8.7815,80.28,79,97,4.85,light rain
688,delvine,AL,39.9511,20.0978,58.48,89,100,7.25,overcast clouds
689,mattru,SL,7.6244,-11.8332,72.5,95,40,2.55,scattered clouds
690,chipata,ZM,-13.6333,32.65,82.02,38,100,10.36,overcast clouds
691,turukhansk,RU,65.8167,87.9833,-12.93,100,99,7.11,overcast clouds
692,sur,OM,22.5667,59.5289,79.52,49,100,3.27,overcast clouds
693,zambezi,ZM,-13.5432,23.1047,74.32,69,75,7.07,broken clouds
694,miri,MY,4.4148,114.0089,83.8,72,100,7.29,light rain
695,mandalgovi,MN,45.7625,106.2708,15.1,23,0,15.99,clear sky
696,iberia,US,29.9502,-91.7507,70.05,88,90,4.61,overcast clouds
697,xining,CN,36.6167,101.7667,17.1,49,5,1.95,clear sky
698,robertsport,LR,6.7533,-11.3686,79.27,84,42,2.13,scattered clouds
699,pareora,NZ,-44.4871,171.2132,72.18,52,4,9.04,clear sky
700,esna,EG,25.2934,32.554,57.69,40,5,6.85,clear sky
701,praya,CV,14.9215,-23.5087,73.8,73,34,13.65,scattered clouds
702,scarborough,GB,54.2797,-0.4044,39.52,87,100,8.99,light rain
703,loukisia,GR,38.4833,23.45,56.37,80,100,5.48,overcast clouds
704,lac du bonnet,CA,50.2536,-96.0612,-5.57,97,93,0.63,overcast clouds
705,keti bandar,PK,24.1447,67.4497,76.93,65,99,11.95,overcast clouds
706,amahai,ID,-3.3333,128.9167,88.02,60,100,9.42,overcast clouds
707,nome,US,64.5011,-165.4064,32.07,93,90,11.5,mist
708,hamilton,US,39.1834,-84.5333,52.05,91,90,1.99,mist
709,moultrie,US,31.1799,-83.7891,60.39,94,1,0.0,clear sky
710,gravdal,NO,68.1214,13.5031,31.96,62,42,1.92,scattered clouds
711,khromtau,KZ,50.2503,58.4347,1.94,85,25,10.8,scattered clouds
712,avera,US,33.194,-82.5271,65.71,87,100,9.95,overcast clouds
713,wattegama,LK,6.7989,81.4808,85.12,47,7,9.08,clear sky
714,ravar,IR,31.2656,56.8055,51.44,25,0,3.78,clear sky
715,mankono,CI,8.0586,-6.1897,70.3,41,4,3.11,clear sky
716,saint-denis,FR,48.9167,2.3333,49.24,97,90,4.61,mist
717,inverell,AU,-29.7833,151.1167,88.66,40,100,5.99,overcast clouds
718,fortuna,US,40.5982,-124.1573,38.66,95,90,1.01,overcast clouds
719,savinka,RU,50.0785,47.0994,29.59,98,100,6.08,light snow
720,luba,GQ,3.4568,8.5547,81.32,81,92,3.58,overcast clouds
721,abbeville,FR,50.1,1.8333,47.48,96,100,7.63,overcast clouds
722,sekoma,BW,-24.4,23.8833,79.34,49,53,18.72,broken clouds
723,urcos,PE,-13.6861,-71.6228,51.13,89,91,1.03,light rain
